0.0,0.610062893081761,0.0001,0.0001
0.0,0.610062893081761,0.0001,0.001
0.0,0.610062893081761,0.0001,0.01
0.0,0.610062893081761,0.0001,0.1
0.0,0.610062893081761,0.0001,1.0
0.0,0.610062893081761,0.0001,10.0
0.0,0.610062893081761,0.0001,100.0
0.0,0.610062893081761,0.001,0.0001
0.0,0.610062893081761,0.001,0.001
0.0,0.610062893081761,0.001,0.01
0.0,0.610062893081761,0.001,0.1
0.0,0.610062893081761,0.001,1.0
0.0,0.610062893081761,0.001,10.0
0.0,0.610062893081761,0.001,100.0
0.0,0.610062893081761,0.01,0.0001
0.0,0.610062893081761,0.01,0.001
0.0,0.610062893081761,0.01,0.01
0.0,0.610062893081761,0.01,0.1
0.0,0.610062893081761,0.01,1.0
0.0,0.610062893081761,0.01,10.0
0.0,0.610062893081761,0.01,100.0
0.5416666666666666,0.7232704402515723,0.1,0.0001
0.5416666666666666,0.7232704402515723,0.1,0.001
0.5416666666666666,0.7232704402515723,0.1,0.01
0.5416666666666666,0.7232704402515723,0.1,0.1
0.5567010309278351,0.7295597484276729,0.1,1.0
0.0,0.610062893081761,0.1,10.0
0.0,0.610062893081761,0.1,100.0
0.8032786885245902,0.8490566037735849,1.0,0.0001
0.8032786885245902,0.8490566037735849,1.0,0.001
0.8032786885245902,0.8490566037735849,1.0,0.01
0.8032786885245902,0.8490566037735849,1.0,0.1
0.7704918032786884,0.8238993710691824,1.0,1.0
0.0,0.610062893081761,1.0,10.0
0.0,0.610062893081761,1.0,100.0
0.8376068376068375,0.8805031446540881,10.0,0.0001
0.8376068376068375,0.8805031446540881,10.0,0.001
0.8376068376068375,0.8805031446540881,10.0,0.01
0.8376068376068375,0.8805031446540881,10.0,0.1
0.7903225806451614,0.8364779874213837,10.0,1.0
0.0,0.610062893081761,10.0,10.0
0.0,0.610062893081761,10.0,100.0
0.8617886178861789,0.8930817610062893,100.0,0.0001
0.8617886178861789,0.8930817610062893,100.0,0.001
0.8617886178861789,0.8930817610062893,100.0,0.01
0.8688524590163934,0.89937106918239,100.0,0.1
0.7999999999999999,0.8490566037735849,100.0,1.0
0.0,0.610062893081761,100.0,10.0
0.0,0.610062893081761,100.0,100.0
